For M5|Adr   274|KD1     N031      21.0 C  1   2|Rb        1.70817 m   |HD         15.214 m   |                      | 
For M5|Adr   275|KD1     N031      21.0 C  1   2|Rb        1.70820 m   |HD         15.212 m   |                      | 
For M5|Adr   276|KD1     N030      21.0 C  1   2|Rf        1.43666 m   |HD         15.538 m   |                      | 
For M5|Adr   277|KD1     N030      21.0 C      2|                      |                      |Z        91.57828 m   | 
For M5|Adr   278|KD1     N030      21.0 C  1   2|Rb        1.66375 m   |HD          8.818 m   |                      | 
For M5|Adr   279|KD1     N029      21.0 C  1   2|Rf        1.75182 m   |HD          8.588 m   |                      | 
For M5|Adr   280|KD1     N029      21.0 C  1   2|Rf        1.75183 m   |HD          8.588 m   |                      | 
For M5|Adr   281|KD1     N030      21.0 C  1   2|Rb        1.66370 m   |HD          8.818 m   |                      | 
For M5|Adr   282|KD1     N029      21.0 C      2|                      |                      |Z        91.49018 m   | 
For M5|Adr   283|KD1     N028      21.0 C  1   2|Rf        1.66430 m   |HD          6.949 m   |                      | 
For M5|Adr   284|KD1     N029      21.0 C  1   2|Rb        1.52838 m   |HD          6.832 m   |                      | 
For M5|Adr   285|KD1     N029      21.0 C  1   2|Rb        1.52840 m   |HD          6.830 m   |                      | 
For M5|Adr   286|KD1     N028      21.0 C  1   2|Rf        1.66432 m   |HD          6.942 m   |                      | 
For M5|Adr   287|KD1     N028      21.0 C      2|                      |                      |Z        91.35426 m   | 
For M5|Adr   288|KD1     N028      21.0 C  1   2|Rb        1.63176 m   |HD         26.369 m   |                      | 
For M5|Adr   289|KD1     N027      21.0 C  1   2|Rf        1.51553 m   |HD         25.974 m   |                      | 
For M5|Adr   290|KD1     N027      21.0 C  1   2|Rf        1.51557 m   |HD         25.976 m   |                      | 
For M5|Adr   291|KD1     N028      21.0 C  1   2|Rb        1.63176 m   |HD         26.366 m   |                      | 
For M5|Adr   292|KD1     N027      21.0 C      2|                      |                      |Z        91.47047 m   | 
For M5|Adr   293|KD1     N026      21.0 C  1   2|Rf        1.76945 m   |HD         33.536 m   |                      | 
For M5|Adr   294|KD1     N027      21.0 C  1   2|Rb        1.94058 m   |HD         33.741 m   |                      | 
For M5|Adr   295|KD1     N027      21.0 C  1   2|Rb        1.94054 m   |HD         33.730 m   |                      | 
For M5|Adr   296|KD1     N026      21.0 C  1   2|Rf        1.76963 m   |HD         33.540 m   |                      | 
For M5|Adr   297|KD1     N026      21.0 C      2|                      |                      |Z        91.64149 m   | 
For M5|Adr   298|KD1     N026      21.0 C  1   2|Rb        2.32514 m   |HD         27.856 m   |                      | 
For M5|Adr   299|KD1     N025      21.0 C  1   2|Rf        1.30718 m   |HD         27.987 m   |                      | 
For M5|Adr   300|KD1     N025      21.0 C  1   2|Rf        1.30723 m   |HD         27.982 m   |                      | 
For M5|Adr   301|KD1     N026      21.0 C  1   2|Rb        2.32503 m   |HD         27.851 m   |                      | 
For M5|Adr   302|KD1     N025      21.0 C      2|                      |                      |Z        92.65937 m   | 
For M5|Adr   303|KD1     N024      20.0 C  1   2|Rf        1.58783 m   |HD         18.547 m   |                      | 
For M5|Adr   304|KD1     N025      20.0 C  1   2|Rb        1.59916 m   |HD         19.543 m   |                      | 
For M5|Adr   305|KD1     N025      20.0 C  1   2|Rb        1.59920 m   |HD         19.541 m   |                      | 
For M5|Adr   306|KD1     N024      20.0 C  1   2|Rf        1.58779 m   |HD         18.537 m   |                      | 
For M5|Adr   307|KD1     N024      20.0 C      2|                      |                      |Z        92.67074 m   | 
For M5|Adr   308|KD1     N024##### 20.0 C  1   2|Rb        1.76080 m   |HD         15.990 m   |                      | 
For M5|Adr   309|KD1     N025##### 20.0 C  1   2|Rf        1.34304 m   |HD         16.016 m   |                      | 
For M5|Adr   310|TO  Measurement repeated      2|                      |                      |                      | 
For M5|Adr   311|KD1     N022##### 20.0 C  1   2|Rf        1.34302 m   |HD         16.017 m   |                      | 
For M5|Adr   312|KD1     N022##### 20.0 C  1   2|Rf        1.34306 m   |HD         16.017 m   |                      | 
For M5|Adr   313|TO  Station repeated          2|                      |                      |                      | 
For M5|Adr   314|KD1     N024      20.0 C  1   2|Rb        1.76077 m   |HD         15.990 m   |                      | 
For M5|Adr   315|KD1     N023      20.0 C  1   2|Rf        1.34305 m   |HD         16.017 m   |                      | 
For M5|Adr   316|KD1     N023      20.0 C  1   2|Rf        1.34305 m   |HD         16.015 m   |                      | 
For M5|Adr   317|KD1     N024      20.0 C  1   2|Rb        1.76077 m   |HD         15.988 m   |                      | 
For M5|Adr   318|KD1     N023      20.0 C      2|                      |                      |Z        93.08846 m   | 
For M5|Adr   319|KD1     N022      20.0 C  1   2|Rf        1.84091 m   |HD         21.361 m   |                      | 
For M5|Adr   320|KD1     N023      20.0 C  1   2|Rb        1.69229 m   |HD         20.654 m   |                      | 
For M5|Adr   321|KD1     N023      20.0 C  1   2|Rb        1.69229 m   |HD         20.650 m   |                      | 
For M5|Adr   322|KD1     N022      20.0 C  1   2|Rf        1.84091 m   |HD         21.359 m   |                      | 
For M5|Adr   323|KD1     N022      20.0 C      2|                      |                      |Z        92.93984 m   | 
For M5|Adr   324|KD1     N022      20.0 C  1   2|Rb        1.55833 m   |HD         17.576 m   |                      | 
For M5|Adr   325|KD1     N021      20.0 C  1   2|Rf        1.67929 m   |HD         17.815 m   |                      | 
For M5|Adr   326|KD1     N021      20.0 C  1   2|Rf        1.67929 m   |HD         17.816 m   |                      | 
For M5|Adr   327|KD1     N022      20.0 C  1   2|Rb        1.55826 m   |HD         17.582 m   |                      | 
For M5|Adr   328|KD1     N021      20.0 C      2|                      |                      |Z        92.81884 m   | 
For M5|Adr   329|KD1     N020      20.0 C  1   2|Rf        1.37959 m   |HD         18.330 m   |                      | 
For M5|Adr   330|KD1     N021      20.0 C  1   2|Rb        1.53836 m   |HD         18.358 m   |                      | 
For M5|Adr   331|KD1     N021      20.0 C  1   2|Rb        1.53835 m   |HD         18.358 m   |                      | 
For M5|Adr   332|KD1     N020      20.0 C  1   2|Rf        1.37963 m   |HD         18.334 m   |                      | 
For M5|Adr   333|KD1     N020      20.0 C      2|                      |                      |Z        92.97759 m   | 
For M5|Adr   334|KD1     N020      20.0 C  1   2|Rb        2.24963 m   |HD         42.438 m   |                      | 
For M5|Adr   335|KD1       19      20.0 C  1   2|Rf        1.79798 m   |HD         42.669 m   |                      | 
For M5|Adr   336|KD1       19      20.0 C  1   2|Rf        1.79808 m   |HD         42.657 m   |                      | 
For M5|Adr   337|KD1     N020      20.0 C  1   2|Rb        2.24972 m   |HD         42.416 m   |                      | 
For M5|Adr   338|KD1       19      20.0 C      2|                      |                      |Z        93.42923 m   | 
For M5|Adr   339|KD1     N019      20.0 C  1   2|Rf        2.38085 m   |HD          5.622 m   |                      | 
For M5|Adr   340|KD1       19      20.0 C  1   2|Rb        1.17679 m   |HD          5.554 m   |                      | 
For M5|Adr   341|KD1       19      20.0 C  1   2|Rb        1.17680 m   |HD          5.554 m   |                      | 
For M5|Adr   342|KD1     N019      20.0 C  1   2|Rf        2.38078 m   |HD          5.628 m   |                      | 
For M5|Adr   343|KD1     N019      20.0 C      2|                      |                      |Z        92.22521 m   | 
For M5|Adr   344|KD1     N019      20.0 C  1   2|Rb        2.38077 m   |HD          5.630 m   |                      | 
For M5|Adr   345|KD1     N018      20.0 C  1   2|Rf        1.17682 m   |HD          5.555 m   |                      | 
For M5|Adr   346|KD1     N018      20.0 C  1   2|Rf        1.17683 m   |HD          5.554 m   |                      | 
For M5|Adr   347|KD1     N019      20.0 C  1   2|Rb        2.38079 m   |HD          5.626 m   |                      | 
For M5|Adr   348|KD1     N018      20.0 C      2|                      |                      |Z        93.42917 m   | 
For M5|Adr   349|KD1       22      20.0 C  1   2|Rf        1.61245 m   |HD          7.110 m   |                      | 
For M5|Adr   350|KD1     N018      20.0 C  1   2|Rb        1.34972 m   |HD          6.842 m   |                      | 
For M5|Adr   351|KD1     N018      20.0 C  1   2|Rb        1.34976 m   |HD          6.843 m   |                      | 
For M5|Adr   352|KD1       22      20.0 C  1   2|Rf        1.61243 m   |HD          7.112 m   |                      | 
For M5|Adr   353|KD1       22      20.0 C      2|                      |                      |Z        93.16647 m   | 
For M5|Adr   354|KD1       22      20.0 C  1   2|Rb        0.88182 m   |HD          3.874 m   |                      | 
For M5|Adr   355|KD1       23      20.0 C  1   2|Rf        1.66066 m   |HD          3.922 m   |                      | 
For M5|Adr   356|KD1       23      20.0 C  1   2|Rf        1.66068 m   |HD          3.921 m   |                      | 
For M5|Adr   357|KD1       22      20.0 C  1   2|Rb        0.88175 m   |HD          3.875 m   |                      | 
For M5|Adr   358|KD1       23      20.0 C      2|                      |                      |Z        92.38758 m   | 
For M5|Adr   359|KD1     N016      20.0 C  1   2|Rf        1.63451 m   |HD         18.881 m   |                      | 
For M5|Adr   360|KD1       23      20.0 C  1   2|Rb        1.57824 m   |HD         18.511 m   |                      | 
For M5|Adr   361|KD1       23      20.0 C  1   2|Rb        1.57823 m   |HD         18.512 m   |                      | 
For M5|Adr   362|KD1     N016      20.0 C  1   2|Rf        1.63446 m   |HD         18.882 m   |                      | 
For M5|Adr   363|KD1     N016      20.0 C      2|                      |                      |Z        92.33133 m   | 
For M5|Adr   364|KD1     N016      19.0 C  1   2|Rb        1.78021 m   |HD          9.352 m   |                      | 
For M5|Adr   365|KD1     N015      20.0 C  1   2|Rf        1.53773 m   |HD          9.760 m   |                      | 
For M5|Adr   366|KD1     N015      19.0 C  1   2|Rf        1.53771 m   |HD          9.763 m   |                      | 
For M5|Adr   367|KD1     N016      20.0 C  1   2|Rb        1.78028 m   |HD          9.345 m   |                      | 
For M5|Adr   368|KD1     N015      20.0 C      2|                      |                      |Z        92.57386 m   | 
For M5|Adr   369|KD1     N014      19.0 C  1   2|Rf        1.26148 m   |HD         16.481 m   |                      | 
For M5|Adr   370|KD1     N015      19.0 C  1   2|Rb        1.75327 m   |HD         16.473 m   |                      | 
For M5|Adr   371|KD1     N015      19.0 C  1   2|Rb        1.75322 m   |HD         16.473 m   |                      | 
For M5|Adr   372|KD1     N014      19.0 C  1   2|Rf        1.26150 m   |HD         16.478 m   |                      | 
For M5|Adr   373|KD1     N014      19.0 C      2|                      |                      |Z        93.06561 m   | 
For M5|Adr   374|KD1     N014      19.0 C  1   2|Rb        1.98582 m   |HD         24.864 m   |                      | 
For M5|Adr   375|KD1     N013      19.0 C  1   2|Rf        1.34651 m   |HD         25.239 m   |                      | 
For M5|Adr   376|KD1     N013      19.0 C  1   2|Rf        1.34659 m   |HD         25.231 m   |                      | 
For M5|Adr   377|KD1     N014      19.0 C  1   2|Rb        1.98590 m   |HD         24.878 m   |                      | 
For M5|Adr   378|KD1     N013      19.0 C      2|                      |                      |Z        93.70492 m   | 
For M5|Adr   379|KD1     N012      19.0 C  1   2|Rf        1.44822 m   |HD         17.580 m   |                      | 
For M5|Adr   380|KD1     N013      19.0 C  1   2|Rb        1.51037 m   |HD         17.370 m   |                      | 
For M5|Adr   381|KD1     N013      19.0 C  1   2|Rb        1.51036 m   |HD         17.372 m   |                      | 
For M5|Adr   382|KD1     N012      19.0 C  1   2|Rf        1.44824 m   |HD         17.583 m   |                      | 
For M5|Adr   383|KD1     N012      19.0 C      2|                      |                      |Z        93.76706 m   | 
For M5|Adr   384|KD1     N012      19.0 C  1   2|Rb        1.80870 m   |HD         15.691 m   |                      | 
For M5|Adr   385|KD1     N011      19.0 C  1   2|Rf        1.42229 m   |HD         16.136 m   |                      | 
For M5|Adr   386|KD1     N011      19.0 C  1   2|Rf        1.42226 m   |HD         16.140 m   |                      | 
For M5|Adr   387|KD1     N012      19.0 C  1   2|Rb        1.80872 m   |HD         15.689 m   |                      | 
For M5|Adr   388|KD1     N011      19.0 C      2|                      |                      |Z        94.15349 m   | 
For M5|Adr   389|KD1     N010      19.0 C  1   2|Rf        2.28057 m   |HD         25.696 m   |                      | 
For M5|Adr   390|KD1     N011      19.0 C  1   2|Rb        1.84908 m   |HD         26.198 m   |                      | 
For M5|Adr   391|KD1     N011      19.0 C  1   2|Rb        1.84914 m   |HD         26.205 m   |                      | 
For M5|Adr   392|KD1     N010      19.0 C  1   2|Rf        2.28056 m   |HD         25.712 m   |                      | 
For M5|Adr   393|KD1     N010      19.0 C      2|                      |                      |Z        93.72204 m   | 
For M5|Adr   394|KD1     N010      19.0 C  1   2|Rb        0.90137 m   |HD         42.618 m   |                      | 
For M5|Adr   395|KD1     N009      19.0 C  1   2|Rf        2.75802 m   |HD         42.057 m   |                      | 
For M5|Adr   396|KD1     N009      19.0 C  1   2|Rf        2.75771 m   |HD         42.063 m   |                      | 
For M5|Adr   397|KD1     N010      19.0 C  1   2|Rb        0.90108 m   |HD         42.617 m   |                      | 
For M5|Adr   398|KD1     N009      19.0 C      2|                      |                      |Z        91.86540 m   | 
For M5|Adr   399|KD1     N008      19.0 C  1   2|Rf        2.16314 m   |HD         31.827 m   |                      | 
For M5|Adr   400|KD1     N009      19.0 C  1   2|Rb        2.00442 m   |HD         32.052 m   |                      | 
For M5|Adr   401|KD1     N009      19.0 C  1   2|Rb        2.00448 m   |HD         32.055 m   |                      | 
For M5|Adr   402|KD1     N008      19.0 C  1   2|Rf        2.16309 m   |HD         31.841 m   |                      | 
For M5|Adr   403|KD1     N008      19.0 C      2|                      |                      |Z        91.70673 m   | 
For M5|Adr   404|KD1     N008      19.0 C  1   2|Rb        1.90081 m   |HD         22.346 m   |                      | 
For M5|Adr   405|KD1     N007      19.0 C  1   2|Rf        1.70636 m   |HD         22.314 m   |                      | 
For M5|Adr   406|KD1     N007      19.0 C  1   2|Rf        1.70646 m   |HD         22.321 m   |                      | 
For M5|Adr   407|KD1     N008      19.0 C  1   2|Rb        1.90080 m   |HD         22.358 m   |                      | 
For M5|Adr   408|KD1     N007      19.0 C      2|                      |                      |Z        91.90113 m   | 
For M5|Adr   409|KD1     N006      19.0 C  1   2|Rf        2.39116 m   |HD         42.699 m   |                      | 
For M5|Adr   410|KD1     N007      19.0 C  1   2|Rb        1.59017 m   |HD         42.344 m   |                      | 
For M5|Adr   411|KD1     N007      19.0 C  1   2|Rb        1.59022 m   |HD         42.354 m   |                      | 
For M5|Adr   412|KD1     N006      19.0 C  1   2|Rf        2.39119 m   |HD         42.714 m   |                      | 
For M5|Adr   413|KD1     N006      19.0 C      2|                      |                      |Z        91.10015 m   | 
For M5|Adr   414|KD1     N006      19.0 C  1   2|Rb        1.57985 m   |HD         30.015 m   |                      | 
For M5|Adr   415|KD1     N005      19.0 C  1   2|Rf        1.64146 m   |HD         30.907 m   |                      | 
For M5|Adr   416|KD1     N005      19.0 C  1   2|Rf        1.64140 m   |HD         30.904 m   |                      | 
For M5|Adr   417|KD1     N006      19.0 C  1   2|Rb        1.57998 m   |HD         30.011 m   |                      | 
For M5|Adr   418|KD1     N005      19.0 C      2|                      |                      |Z        91.03863 m   | 
For M5|Adr   419|KD1     N004      19.0 C  1   2|Rf        1.80498 m   |HD         42.115 m   |                      | 
For M5|Adr   420|KD1     N005      19.0 C  1   2|Rb        1.41160 m   |HD         42.503 m   |                      | 
For M5|Adr   421|KD1     N005      19.0 C  1   2|Rb        1.41148 m   |HD         42.515 m   |                      | 
For M5|Adr   422|KD1     N004      19.0 C  1   2|Rf        1.80504 m   |HD         42.131 m   |                      | 
For M5|Adr   423|KD1     N004      19.0 C      2|                      |                      |Z        90.64516 m   | 
For M5|Adr   424|TO  Intermediate sight.       2|                      |                      |                      | 
For M5|Adr   425|KD1     B003      19.0 C  1   2|Rz        1.66617 m   |HD          3.677 m   |Z        90.78400 m   | 
For M5|Adr   426|TO  End of interm. sight.     2|                      |                      |                      | 
For M5|Adr   427|KD1     N004      18.0 C  1   2|Rb        1.69992 m   |HD         42.353 m   |                      | 
For M5|Adr   428|KD1     N003      18.0 C  1   2|Rf        1.86778 m   |HD         42.279 m   |                      | 
For M5|Adr   429|KD1     N003      18.0 C  1   2|Rf        1.86778 m   |HD         42.292 m   |                      | 
For M5|Adr   430|KD1     N004      18.0 C  1   2|Rb        1.69991 m   |HD         42.373 m   |                      | 
For M5|Adr   431|KD1     N003      18.0 C      2|                      |                      |Z        90.47730 m   | 
For M5|Adr   432|KD1     N002      18.0 C  1   2|Rf        1.62360 m   |HD         22.997 m   |                      | 
For M5|Adr   433|KD1     N003      18.0 C  1   2|Rb        1.49729 m   |HD         22.946 m   |                      | 
For M5|Adr   434|KD1     N003      18.0 C  1   2|Rb        1.49730 m   |HD         22.948 m   |                      | 
For M5|Adr   435|KD1     N002      18.0 C  1   2|Rf        1.62353 m   |HD         23.001 m   |                      | 
For M5|Adr   436|KD1     N002      18.0 C      2|                      |                      |Z        90.35103 m   | 
For M5|Adr   437|KD1     N002      18.0 C  1   2|Rb        1.47226 m   |HD         26.660 m   |                      | 
For M5|Adr   438|KD1     N001      18.0 C  1   2|Rf        1.76367 m   |HD         26.403 m   |                      | 
For M5|Adr   439|KD1     N001      18.0 C  1   2|Rf        1.76368 m   |HD         26.413 m   |                      | 
For M5|Adr   440|KD1     N002      18.0 C  1   2|Rb        1.47220 m   |HD         26.664 m   |                      | 
For M5|Adr   441|KD1     N001      18.0 C      2|                      |                      |Z        90.05958 m   | 
For M5|Adr   442|KD1     B002      18.0 C  1   2|Rf        1.75403 m   |HD         16.768 m   |                      | 
For M5|Adr   443|KD1     N001      18.0 C  1   2|Rb        1.80934 m   |HD         16.919 m   |                      | 
For M5|Adr   444|KD1     N001      18.0 C  1   2|Rb        1.80938 m   |HD         16.924 m   |                      | 
For M5|Adr   445|KD1     B002      18.0 C  1   2|Rf        1.75400 m   |HD         16.770 m   |                      | 
For M5|Adr   446|KD1     B002      18.0 C      2|                      |                      |Z        90.11493 m   | 
For M5|Adr   447|KD1     B002      18.0 C  1   2|Rb        1.62218 m   |HD          3.195 m   |                      | 
For M5|Adr   448|KD1       41      18.0 C  1   2|Rf        1.60566 m   |HD          3.272 m   |                      | 
For M5|Adr   449|KD1       41      18.0 C  1   2|Rf        1.60561 m   |HD          3.272 m   |                      | 
For M5|Adr   450|KD1     B002      18.0 C  1   2|Rb        1.62211 m   |HD          3.198 m   |                      | 
For M5|Adr   451|KD1       41      18.0 C      2|                      |                      |Z        90.13144 m   | 
For M5|Adr   452|KD1     B001      18.0 C  1   2|Rf        1.90231 m   |HD         19.405 m   |                      | 
For M5|Adr   453|KD1       41      18.0 C  1   2|Rb        1.70092 m   |HD         19.589 m   |                      | 
For M5|Adr   454|KD1       41      18.0 C  1   2|Rb        1.70092 m   |HD         19.595 m   |                      | 
For M5|Adr   455|KD1     B001      18.0 C  1   2|Rf        1.90235 m   |HD         19.412 m   |                      | 
For M5|Adr   456|KD1     B001      18.0 C      2|                      |                      |Z        89.93003 m   | 
For M5|Adr   457|KD1     B001                  2|Sh        0.00203 m   |dz       -0.00203 m   |Z        89.92800 m   | 
For M5|Adr   458|KD2     B001       42         2|Db         919.96 m   |Df         921.18 m   |Z        89.93003 m   | 
For M5|Adr   459|TO  End-Line                  2|                      |                      |                      | 
