For M5|Adr   139|KD1     N026      25.0 C  1   2|Rb        1.58118 m   |HD         18.428 m   |                      | 
For M5|Adr   140|KD1     N026      25.0 C  1   2|Rb        1.58120 m   |HD         18.423 m   |                      | 
For M5|Adr   141|KD1     N042      25.0 C  1   2|Rf        1.80188 m   |HD         18.133 m   |                      | 
For M5|Adr   142|KD1     N042      25.0 C      2|                      |                      |Z       100.22213 m   | 
For M5|Adr   143|KD1     N042      25.0 C  1   2|Rb        1.58842 m   |HD         15.716 m   |                      | 
For M5|Adr   144|KD1     N041      25.0 C  1   2|Rf        1.54134 m   |HD         15.525 m   |                      | 
For M5|Adr   145|KD1     N041      25.0 C  1   2|Rf        1.54129 m   |HD         15.523 m   |                      | 
For M5|Adr   146|KD1     N042      25.0 C  1   2|Rb        1.58836 m   |HD         15.715 m   |                      | 
For M5|Adr   147|KD1     N041      25.0 C      2|                      |                      |Z       100.26921 m   | 
For M5|Adr   148|KD1     N040      24.0 C  1   2|Rf        1.51917 m   |HD         13.761 m   |                      | 
For M5|Adr   149|KD1     N041      24.0 C  1   2|Rb        1.61568 m   |HD         13.474 m   |                      | 
For M5|Adr   150|KD1     N041      24.0 C  1   2|Rb        1.61569 m   |HD         13.477 m   |                      | 
For M5|Adr   151|KD1     N040      24.0 C  1   2|Rf        1.51912 m   |HD         13.758 m   |                      | 
For M5|Adr   152|KD1     N040      24.0 C      2|                      |                      |Z       100.36575 m   | 
For M5|Adr   153|KD1     N040      24.0 C  1   2|Rb        1.82045 m   |HD         13.315 m   |                      | 
For M5|Adr   154|KD1     N007      24.0 C  1   2|Rf        1.48418 m   |HD         13.605 m   |                      | 
For M5|Adr   155|KD1     N007      24.0 C  1   2|Rf        1.48415 m   |HD         13.602 m   |                      | 
For M5|Adr   156|KD1     N040      24.0 C  1   2|Rb        1.82046 m   |HD         13.328 m   |                      | 
For M5|Adr   157|KD1     N007      24.0 C      2|                      |                      |Z       100.70203 m   | 
For M5|Adr   158|KD1     N039      24.0 C  1   2|Rf        1.75146 m   |HD         14.514 m   |                      | 
For M5|Adr   159|KD1     N007      24.0 C  1   2|Rb        1.39718 m   |HD         14.639 m   |                      | 
For M5|Adr   160|KD1     N007      24.0 C  1   2|Rb        1.39721 m   |HD         14.639 m   |                      | 
For M5|Adr   161|KD1     N039      24.0 C  1   2|Rf        1.75155 m   |HD         14.516 m   |                      | 
For M5|Adr   162|KD1     N039      24.0 C      2|                      |                      |Z       100.34772 m   | 
For M5|Adr   163|KD1     N039      24.0 C  1   2|Rb        1.50102 m   |HD          8.607 m   |                      | 
For M5|Adr   164|KD1     N038      24.0 C  1   2|Rf        1.54105 m   |HD          8.607 m   |                      | 
For M5|Adr   165|KD1     N038      24.0 C  1   2|Rf        1.54097 m   |HD          8.611 m   |                      | 
For M5|Adr   166|KD1     N039      24.0 C  1   2|Rb        1.50101 m   |HD          8.605 m   |                      | 
For M5|Adr   167|KD1     N038      24.0 C      2|                      |                      |Z       100.30773 m   | 
For M5|Adr   168|KD1     N037      24.0 C  1   2|Rf        1.78371 m   |HD         20.446 m   |                      | 
For M5|Adr   169|KD1     N038      24.0 C  1   2|Rb        1.52893 m   |HD         20.872 m   |                      | 
For M5|Adr   170|KD1     N038      24.0 C  1   2|Rb        1.52913 m   |HD         20.873 m   |                      | 
For M5|Adr   171|KD1     N037      24.0 C  1   2|Rf        1.78363 m   |HD         20.446 m   |                      | 
For M5|Adr   172|KD1     N037      24.0 C      2|                      |                      |Z       100.05309 m   | 
For M5|Adr   173|KD1     N037      24.0 C  1   2|Rb        1.61425 m   |HD         21.025 m   |                      | 
For M5|Adr   174|KD1     N036      25.0 C  1   2|Rf        1.55346 m   |HD         20.870 m   |                      | 
For M5|Adr   175|KD1     N036      25.0 C  1   2|Rf        1.55366 m   |HD         20.901 m   |                      | 
For M5|Adr   176|KD1     N037      25.0 C  1   2|Rb        1.61425 m   |HD         21.020 m   |                      | 
For M5|Adr   177|KD1     N036      25.0 C      2|                      |                      |Z       100.11378 m   | 
For M5|Adr   178|KD1     N035      25.0 C  1   2|Rf        1.62537 m   |HD         25.279 m   |                      | 
For M5|Adr   179|KD1     N036      25.0 C  1   2|Rb        1.48404 m   |HD         25.048 m   |                      | 
For M5|Adr   180|KD1     N036      25.0 C  1   2|Rb        1.48401 m   |HD         25.109 m   |                      | 
For M5|Adr   181|KD1     N035      25.0 C  1   2|Rf        1.62531 m   |HD         25.274 m   |                      | 
For M5|Adr   182|KD1     N035      25.0 C      2|                      |                      |Z        99.97247 m   | 
For M5|Adr   183|KD1     N035      25.0 C  1   2|Rb        1.53003 m   |HD         42.456 m   |                      | 
For M5|Adr   184|KD1     N034      25.0 C  1   2|Rf        1.82546 m   |HD         42.456 m   |                      | 
For M5|Adr   185|KD1     N034      25.0 C  1   2|Rf        1.82605 m   |HD         42.486 m   |                      | 
For M5|Adr   186|KD1     N035      25.0 C  1   2|Rb        1.53028 m   |HD         42.479 m   |                      | 
For M5|Adr   187|KD1     N034      25.0 C      2|                      |                      |Z        99.67686 m   | 
For M5|Adr   188|KD1     B003      25.0 C  1   2|Rf        1.71393 m   |HD          2.015 m   |                      | 
For M5|Adr   189|KD1     N034      25.0 C  1   2|Rb        1.62118 m   |HD          1.800 m   |                      | 
For M5|Adr   190|KD1     N034      25.0 C  1   2|Rb        1.62116 m   |HD          1.799 m   |                      | 
For M5|Adr   191|KD1     B003      24.0 C  1   2|Rf        1.71390 m   |HD          2.015 m   |                      | 
For M5|Adr   192|KD1     B003      24.0 C      2|                      |                      |Z        99.58412 m   | 
For M5|Adr   193|KD1     B003      24.0 C  1   2|Rb        1.71387 m   |HD          2.013 m   |                      | 
For M5|Adr   194|KD1       17      24.0 C  1   2|Rf        1.62118 m   |HD          1.795 m   |                      | 
For M5|Adr   195|KD1       17      24.0 C  1   2|Rf        1.62117 m   |HD          1.798 m   |                      | 
For M5|Adr   196|KD1     B003      24.0 C  1   2|Rb        1.71383 m   |HD          2.012 m   |                      | 
For M5|Adr   197|KD1       17      24.0 C      2|                      |                      |Z        99.67680 m   | 
For M5|Adr   198|KD1     N035      24.0 C  1   2|Rf        1.52659 m   |HD         42.487 m   |                      | 
For M5|Adr   199|KD1       17      24.0 C  1   2|Rb        1.82224 m   |HD         42.424 m   |                      | 
For M5|Adr   200|KD1       17      24.0 C  1   2|Rb        1.82221 m   |HD         42.456 m   |                      | 
For M5|Adr   201|KD1     N035      24.0 C  1   2|Rf        1.52691 m   |HD         42.496 m   |                      | 
For M5|Adr   202|KD1     N035      24.0 C      2|                      |                      |Z        99.97227 m   | 
